left,top,right,bottom,id
-157.0000000000000000,20.0000000000000000,-156.0000000000000000,19.0000000000000000,"1156"
-156.0000000000000000,21.0000000000000000,-155.0000000000000000,20.0000000000000000,"1205"
-156.0000000000000000,20.0000000000000000,-155.0000000000000000,19.0000000000000000,"1206"
-156.0000000000000000,19.0000000000000000,-155.0000000000000000,18.0000000000000000,"1207"
-156.0000000000000000,-4.0000000000000000,-155.0000000000000000,-5.0000000000000000,"1230"
-156.0000000000000000,-5.0000000000000000,-155.0000000000000000,-6.0000000000000000,"1231"
-155.0000000000000000,20.0000000000000000,-154.0000000000000000,19.0000000000000000,"1256"
-155.0000000000000000,-4.0000000000000000,-154.0000000000000000,-5.0000000000000000,"1280"
-153.0000000000000000,-10.0000000000000000,-152.0000000000000000,-11.0000000000000000,"1386"
-153.0000000000000000,-22.0000000000000000,-152.0000000000000000,-23.0000000000000000,"1398"
-152.0000000000000000,-11.0000000000000000,-151.0000000000000000,-12.0000000000000000,"1437"
-152.0000000000000000,-16.0000000000000000,-151.0000000000000000,-17.0000000000000000,"1442"
-152.0000000000000000,-22.0000000000000000,-151.0000000000000000,-23.0000000000000000,"1448"
-151.0000000000000000,-9.0000000000000000,-150.0000000000000000,-10.0000000000000000,"1485"
-151.0000000000000000,-16.0000000000000000,-150.0000000000000000,-17.0000000000000000,"1492"
-151.0000000000000000,-17.0000000000000000,-150.0000000000000000,-18.0000000000000000,"1493"
-150.0000000000000000,-16.0000000000000000,-149.0000000000000000,-17.0000000000000000,"1542"
-150.0000000000000000,-17.0000000000000000,-149.0000000000000000,-18.0000000000000000,"1543"
-150.0000000000000000,-23.0000000000000000,-149.0000000000000000,-24.0000000000000000,"1549"
-149.0000000000000000,-15.0000000000000000,-148.0000000000000000,-16.0000000000000000,"1591"
-148.0000000000000000,-23.0000000000000000,-147.0000000000000000,-24.0000000000000000,"1649"
-147.0000000000000000,-16.0000000000000000,-146.0000000000000000,-17.0000000000000000,"1692"
-145.0000000000000000,-15.0000000000000000,-144.0000000000000000,-16.0000000000000000,"1791"
-145.0000000000000000,-19.0000000000000000,-144.0000000000000000,-20.0000000000000000,"1795"
-141.0000000000000000,-7.0000000000000000,-140.0000000000000000,-8.0000000000000000,"1983"
-141.0000000000000000,-8.0000000000000000,-140.0000000000000000,-9.0000000000000000,"1984"
-141.0000000000000000,-9.0000000000000000,-140.0000000000000000,-10.0000000000000000,"1985"
-141.0000000000000000,-21.0000000000000000,-140.0000000000000000,-22.0000000000000000,"1997"
-140.0000000000000000,-8.0000000000000000,-139.0000000000000000,-9.0000000000000000,"2034"
-140.0000000000000000,-9.0000000000000000,-139.0000000000000000,-10.0000000000000000,"2035"
-140.0000000000000000,-10.0000000000000000,-139.0000000000000000,-11.0000000000000000,"2036"
-139.0000000000000000,-9.0000000000000000,-138.0000000000000000,-10.0000000000000000,"2085"
-139.0000000000000000,-10.0000000000000000,-138.0000000000000000,-11.0000000000000000,"2086"
-139.0000000000000000,-22.0000000000000000,-138.0000000000000000,-23.0000000000000000,"2098"
-136.0000000000000000,-23.0000000000000000,-135.0000000000000000,-24.0000000000000000,"2249"
-135.0000000000000000,-23.0000000000000000,-134.0000000000000000,-24.0000000000000000,"2299"
-129.0000000000000000,-24.0000000000000000,-128.0000000000000000,-25.0000000000000000,"2600"
-125.0000000000000000,-24.0000000000000000,-124.0000000000000000,-25.0000000000000000,"2800"
-115.0000000000000000,19.0000000000000000,-114.0000000000000000,18.0000000000000000,"3257"
-113.0000000000000000,25.0000000000000000,-112.0000000000000000,24.0000000000000000,"3351"
-112.0000000000000000,25.0000000000000000,-111.0000000000000000,24.0000000000000000,"3401"
-112.0000000000000000,19.0000000000000000,-111.0000000000000000,18.0000000000000000,"3407"
-111.0000000000000000,25.0000000000000000,-110.0000000000000000,24.0000000000000000,"3451"
-111.0000000000000000,24.0000000000000000,-110.0000000000000000,23.0000000000000000,"3452"
-111.0000000000000000,23.0000000000000000,-110.0000000000000000,22.0000000000000000,"3453"
-111.0000000000000000,20.0000000000000000,-110.0000000000000000,19.0000000000000000,"3456"
-111.0000000000000000,19.0000000000000000,-110.0000000000000000,18.0000000000000000,"3457"
-110.0000000000000000,25.0000000000000000,-109.0000000000000000,24.0000000000000000,"3501"
-110.0000000000000000,24.0000000000000000,-109.0000000000000000,23.0000000000000000,"3502"
-110.0000000000000000,23.0000000000000000,-109.0000000000000000,22.0000000000000000,"3503"
-109.0000000000000000,25.0000000000000000,-108.0000000000000000,24.0000000000000000,"3551"
-108.0000000000000000,25.0000000000000000,-107.0000000000000000,24.0000000000000000,"3601"
-108.0000000000000000,24.0000000000000000,-107.0000000000000000,23.0000000000000000,"3602"
-107.0000000000000000,25.0000000000000000,-106.0000000000000000,24.0000000000000000,"3651"
-107.0000000000000000,24.0000000000000000,-106.0000000000000000,23.0000000000000000,"3652"
-107.0000000000000000,23.0000000000000000,-106.0000000000000000,22.0000000000000000,"3653"
-107.0000000000000000,22.0000000000000000,-106.0000000000000000,21.0000000000000000,"3654"
-106.0000000000000000,25.0000000000000000,-105.0000000000000000,24.0000000000000000,"3701"
-106.0000000000000000,24.0000000000000000,-105.0000000000000000,23.0000000000000000,"3702"
-106.0000000000000000,23.0000000000000000,-105.0000000000000000,22.0000000000000000,"3703"
-106.0000000000000000,22.0000000000000000,-105.0000000000000000,21.0000000000000000,"3704"
-106.0000000000000000,21.0000000000000000,-105.0000000000000000,20.0000000000000000,"3705"
-106.0000000000000000,20.0000000000000000,-105.0000000000000000,19.0000000000000000,"3706"
-105.0000000000000000,25.0000000000000000,-104.0000000000000000,24.0000000000000000,"3751"
-105.0000000000000000,24.0000000000000000,-104.0000000000000000,23.0000000000000000,"3752"
-105.0000000000000000,23.0000000000000000,-104.0000000000000000,22.0000000000000000,"3753"
-105.0000000000000000,22.0000000000000000,-104.0000000000000000,21.0000000000000000,"3754"
-105.0000000000000000,21.0000000000000000,-104.0000000000000000,20.0000000000000000,"3755"
-105.0000000000000000,20.0000000000000000,-104.0000000000000000,19.0000000000000000,"3756"
-105.0000000000000000,19.0000000000000000,-104.0000000000000000,18.0000000000000000,"3757"
-104.0000000000000000,25.0000000000000000,-103.0000000000000000,24.0000000000000000,"3801"
-104.0000000000000000,24.0000000000000000,-103.0000000000000000,23.0000000000000000,"3802"
-104.0000000000000000,23.0000000000000000,-103.0000000000000000,22.0000000000000000,"3803"
-104.0000000000000000,22.0000000000000000,-103.0000000000000000,21.0000000000000000,"3804"
-104.0000000000000000,21.0000000000000000,-103.0000000000000000,20.0000000000000000,"3805"
-104.0000000000000000,20.0000000000000000,-103.0000000000000000,19.0000000000000000,"3806"
-104.0000000000000000,19.0000000000000000,-103.0000000000000000,18.0000000000000000,"3807"
-103.0000000000000000,25.0000000000000000,-102.0000000000000000,24.0000000000000000,"3851"
-103.0000000000000000,24.0000000000000000,-102.0000000000000000,23.0000000000000000,"3852"
-103.0000000000000000,23.0000000000000000,-102.0000000000000000,22.0000000000000000,"3853"
-103.0000000000000000,22.0000000000000000,-102.0000000000000000,21.0000000000000000,"3854"
-103.0000000000000000,21.0000000000000000,-102.0000000000000000,20.0000000000000000,"3855"
-103.0000000000000000,20.0000000000000000,-102.0000000000000000,19.0000000000000000,"3856"
-103.0000000000000000,19.0000000000000000,-102.0000000000000000,18.0000000000000000,"3857"
-103.0000000000000000,18.0000000000000000,-102.0000000000000000,17.0000000000000000,"3858"
-102.0000000000000000,25.0000000000000000,-101.0000000000000000,24.0000000000000000,"3901"
-102.0000000000000000,24.0000000000000000,-101.0000000000000000,23.0000000000000000,"3902"
-102.0000000000000000,23.0000000000000000,-101.0000000000000000,22.0000000000000000,"3903"
-102.0000000000000000,22.0000000000000000,-101.0000000000000000,21.0000000000000000,"3904"
-102.0000000000000000,21.0000000000000000,-101.0000000000000000,20.0000000000000000,"3905"
-102.0000000000000000,20.0000000000000000,-101.0000000000000000,19.0000000000000000,"3906"
-102.0000000000000000,19.0000000000000000,-101.0000000000000000,18.0000000000000000,"3907"
-102.0000000000000000,18.0000000000000000,-101.0000000000000000,17.0000000000000000,"3908"
-101.0000000000000000,25.0000000000000000,-100.0000000000000000,24.0000000000000000,"3951"
-101.0000000000000000,24.0000000000000000,-100.0000000000000000,23.0000000000000000,"3952"
-101.0000000000000000,23.0000000000000000,-100.0000000000000000,22.0000000000000000,"3953"
-101.0000000000000000,22.0000000000000000,-100.0000000000000000,21.0000000000000000,"3954"
-101.0000000000000000,21.0000000000000000,-100.0000000000000000,20.0000000000000000,"3955"
-101.0000000000000000,20.0000000000000000,-100.0000000000000000,19.0000000000000000,"3956"
-101.0000000000000000,19.0000000000000000,-100.0000000000000000,18.0000000000000000,"3957"
-101.0000000000000000,18.0000000000000000,-100.0000000000000000,17.0000000000000000,"3958"
-101.0000000000000000,17.0000000000000000,-100.0000000000000000,16.0000000000000000,"3959"
-100.0000000000000000,25.0000000000000000,-99.0000000000000000,24.0000000000000000,"4001"
-100.0000000000000000,24.0000000000000000,-99.0000000000000000,23.0000000000000000,"4002"
-100.0000000000000000,23.0000000000000000,-99.0000000000000000,22.0000000000000000,"4003"
-100.0000000000000000,22.0000000000000000,-99.0000000000000000,21.0000000000000000,"4004"
-100.0000000000000000,21.0000000000000000,-99.0000000000000000,20.0000000000000000,"4005"
-100.0000000000000000,20.0000000000000000,-99.0000000000000000,19.0000000000000000,"4006"
-100.0000000000000000,19.0000000000000000,-99.0000000000000000,18.0000000000000000,"4007"
-100.0000000000000000,18.0000000000000000,-99.0000000000000000,17.0000000000000000,"4008"
-100.0000000000000000,17.0000000000000000,-99.0000000000000000,16.0000000000000000,"4009"
-99.0000000000000000,25.0000000000000000,-98.0000000000000000,24.0000000000000000,"4051"
-99.0000000000000000,24.0000000000000000,-98.0000000000000000,23.0000000000000000,"4052"
-99.0000000000000000,23.0000000000000000,-98.0000000000000000,22.0000000000000000,"4053"
-99.0000000000000000,22.0000000000000000,-98.0000000000000000,21.0000000000000000,"4054"
-99.0000000000000000,21.0000000000000000,-98.0000000000000000,20.0000000000000000,"4055"
-99.0000000000000000,20.0000000000000000,-98.0000000000000000,19.0000000000000000,"4056"
-99.0000000000000000,19.0000000000000000,-98.0000000000000000,18.0000000000000000,"4057"
-99.0000000000000000,18.0000000000000000,-98.0000000000000000,17.0000000000000000,"4058"
-99.0000000000000000,17.0000000000000000,-98.0000000000000000,16.0000000000000000,"4059"
-98.0000000000000000,25.0000000000000000,-97.0000000000000000,24.0000000000000000,"4101"
-98.0000000000000000,24.0000000000000000,-97.0000000000000000,23.0000000000000000,"4102"
-98.0000000000000000,23.0000000000000000,-97.0000000000000000,22.0000000000000000,"4103"
-98.0000000000000000,22.0000000000000000,-97.0000000000000000,21.0000000000000000,"4104"
-98.0000000000000000,21.0000000000000000,-97.0000000000000000,20.0000000000000000,"4105"
-98.0000000000000000,20.0000000000000000,-97.0000000000000000,19.0000000000000000,"4106"
-98.0000000000000000,19.0000000000000000,-97.0000000000000000,18.0000000000000000,"4107"
-98.0000000000000000,18.0000000000000000,-97.0000000000000000,17.0000000000000000,"4108"
-98.0000000000000000,17.0000000000000000,-97.0000000000000000,16.0000000000000000,"4109"
-98.0000000000000000,16.0000000000000000,-97.0000000000000000,15.0000000000000000,"4110"
-97.0000000000000000,21.0000000000000000,-96.0000000000000000,20.0000000000000000,"4155"
-97.0000000000000000,20.0000000000000000,-96.0000000000000000,19.0000000000000000,"4156"
-97.0000000000000000,19.0000000000000000,-96.0000000000000000,18.0000000000000000,"4157"
-97.0000000000000000,18.0000000000000000,-96.0000000000000000,17.0000000000000000,"4158"
-97.0000000000000000,17.0000000000000000,-96.0000000000000000,16.0000000000000000,"4159"
-97.0000000000000000,16.0000000000000000,-96.0000000000000000,15.0000000000000000,"4160"
-96.0000000000000000,20.0000000000000000,-95.0000000000000000,19.0000000000000000,"4206"
-96.0000000000000000,19.0000000000000000,-95.0000000000000000,18.0000000000000000,"4207"
-96.0000000000000000,18.0000000000000000,-95.0000000000000000,17.0000000000000000,"4208"
-96.0000000000000000,17.0000000000000000,-95.0000000000000000,16.0000000000000000,"4209"
-96.0000000000000000,16.0000000000000000,-95.0000000000000000,15.0000000000000000,"4210"
-95.0000000000000000,19.0000000000000000,-94.0000000000000000,18.0000000000000000,"4257"
-95.0000000000000000,18.0000000000000000,-94.0000000000000000,17.0000000000000000,"4258"
-95.0000000000000000,17.0000000000000000,-94.0000000000000000,16.0000000000000000,"4259"
-94.0000000000000000,19.0000000000000000,-93.0000000000000000,18.0000000000000000,"4307"
-94.0000000000000000,18.0000000000000000,-93.0000000000000000,17.0000000000000000,"4308"
-94.0000000000000000,17.0000000000000000,-93.0000000000000000,16.0000000000000000,"4309"
-94.0000000000000000,16.0000000000000000,-93.0000000000000000,15.0000000000000000,"4310"
-93.0000000000000000,19.0000000000000000,-92.0000000000000000,18.0000000000000000,"4357"
-93.0000000000000000,18.0000000000000000,-92.0000000000000000,17.0000000000000000,"4358"
-93.0000000000000000,17.0000000000000000,-92.0000000000000000,16.0000000000000000,"4359"
-93.0000000000000000,16.0000000000000000,-92.0000000000000000,15.0000000000000000,"4360"
-93.0000000000000000,15.0000000000000000,-92.0000000000000000,14.0000000000000000,"4361"
-92.0000000000000000,20.0000000000000000,-91.0000000000000000,19.0000000000000000,"4406"
-92.0000000000000000,19.0000000000000000,-91.0000000000000000,18.0000000000000000,"4407"
-92.0000000000000000,18.0000000000000000,-91.0000000000000000,17.0000000000000000,"4408"
-92.0000000000000000,17.0000000000000000,-91.0000000000000000,16.0000000000000000,"4409"
-92.0000000000000000,16.0000000000000000,-91.0000000000000000,15.0000000000000000,"4410"
-92.0000000000000000,15.0000000000000000,-91.0000000000000000,14.0000000000000000,"4411"
-92.0000000000000000,14.0000000000000000,-91.0000000000000000,13.0000000000000000,"4412"
-92.0000000000000000,1.0000000000000000,-91.0000000000000000,0.0000000000000000,"4425"
-92.0000000000000000,0.0000000000000000,-91.0000000000000000,-1.0000000000000000,"4426"
-92.0000000000000000,-1.0000000000000000,-91.0000000000000000,-2.0000000000000000,"4427"
-91.0000000000000000,22.0000000000000000,-90.0000000000000000,21.0000000000000000,"4454"
-91.0000000000000000,21.0000000000000000,-90.0000000000000000,20.0000000000000000,"4455"
-91.0000000000000000,20.0000000000000000,-90.0000000000000000,19.0000000000000000,"4456"
-91.0000000000000000,19.0000000000000000,-90.0000000000000000,18.0000000000000000,"4457"
-91.0000000000000000,18.0000000000000000,-90.0000000000000000,17.0000000000000000,"4458"
-91.0000000000000000,17.0000000000000000,-90.0000000000000000,16.0000000000000000,"4459"
-91.0000000000000000,16.0000000000000000,-90.0000000000000000,15.0000000000000000,"4460"
-91.0000000000000000,15.0000000000000000,-90.0000000000000000,14.0000000000000000,"4461"
-91.0000000000000000,14.0000000000000000,-90.0000000000000000,13.0000000000000000,"4462"
-91.0000000000000000,1.0000000000000000,-90.0000000000000000,0.0000000000000000,"4475"
-91.0000000000000000,0.0000000000000000,-90.0000000000000000,-1.0000000000000000,"4476"
-91.0000000000000000,-1.0000000000000000,-90.0000000000000000,-2.0000000000000000,"4477"
-90.0000000000000000,22.0000000000000000,-89.0000000000000000,21.0000000000000000,"4504"
-90.0000000000000000,21.0000000000000000,-89.0000000000000000,20.0000000000000000,"4505"
-90.0000000000000000,20.0000000000000000,-89.0000000000000000,19.0000000000000000,"4506"
-90.0000000000000000,19.0000000000000000,-89.0000000000000000,18.0000000000000000,"4507"
-90.0000000000000000,18.0000000000000000,-89.0000000000000000,17.0000000000000000,"4508"
-90.0000000000000000,17.0000000000000000,-89.0000000000000000,16.0000000000000000,"4509"
-90.0000000000000000,16.0000000000000000,-89.0000000000000000,15.0000000000000000,"4510"
-90.0000000000000000,15.0000000000000000,-89.0000000000000000,14.0000000000000000,"4511"
-90.0000000000000000,14.0000000000000000,-89.0000000000000000,13.0000000000000000,"4512"
-90.0000000000000000,0.0000000000000000,-89.0000000000000000,-1.0000000000000000,"4526"
-90.0000000000000000,-1.0000000000000000,-89.0000000000000000,-2.0000000000000000,"4527"
-89.0000000000000000,22.0000000000000000,-88.0000000000000000,21.0000000000000000,"4554"
-89.0000000000000000,21.0000000000000000,-88.0000000000000000,20.0000000000000000,"4555"
-89.0000000000000000,20.0000000000000000,-88.0000000000000000,19.0000000000000000,"4556"
-89.0000000000000000,19.0000000000000000,-88.0000000000000000,18.0000000000000000,"4557"
-89.0000000000000000,18.0000000000000000,-88.0000000000000000,17.0000000000000000,"4558"
-89.0000000000000000,17.0000000000000000,-88.0000000000000000,16.0000000000000000,"4559"
-89.0000000000000000,16.0000000000000000,-88.0000000000000000,15.0000000000000000,"4560"
-89.0000000000000000,15.0000000000000000,-88.0000000000000000,14.0000000000000000,"4561"
-89.0000000000000000,14.0000000000000000,-88.0000000000000000,13.0000000000000000,"4562"
-88.0000000000000000,22.0000000000000000,-87.0000000000000000,21.0000000000000000,"4604"
-88.0000000000000000,21.0000000000000000,-87.0000000000000000,20.0000000000000000,"4605"
-88.0000000000000000,20.0000000000000000,-87.0000000000000000,19.0000000000000000,"4606"
-88.0000000000000000,19.0000000000000000,-87.0000000000000000,18.0000000000000000,"4607"
-88.0000000000000000,18.0000000000000000,-87.0000000000000000,17.0000000000000000,"4608"
-88.0000000000000000,16.0000000000000000,-87.0000000000000000,15.0000000000000000,"4610"
-88.0000000000000000,15.0000000000000000,-87.0000000000000000,14.0000000000000000,"4611"
-88.0000000000000000,14.0000000000000000,-87.0000000000000000,13.0000000000000000,"4612"
-88.0000000000000000,13.0000000000000000,-87.0000000000000000,12.0000000000000000,"4613"
-87.0000000000000000,22.0000000000000000,-86.0000000000000000,21.0000000000000000,"4654"
-87.0000000000000000,21.0000000000000000,-86.0000000000000000,20.0000000000000000,"4655"
-87.0000000000000000,17.0000000000000000,-86.0000000000000000,16.0000000000000000,"4659"
-87.0000000000000000,16.0000000000000000,-86.0000000000000000,15.0000000000000000,"4660"
-87.0000000000000000,15.0000000000000000,-86.0000000000000000,14.0000000000000000,"4661"
-87.0000000000000000,14.0000000000000000,-86.0000000000000000,13.0000000000000000,"4662"
-87.0000000000000000,13.0000000000000000,-86.0000000000000000,12.0000000000000000,"4663"
-87.0000000000000000,12.0000000000000000,-86.0000000000000000,11.0000000000000000,"4664"
-86.0000000000000000,17.0000000000000000,-85.0000000000000000,16.0000000000000000,"4709"
-86.0000000000000000,16.0000000000000000,-85.0000000000000000,15.0000000000000000,"4710"
-86.0000000000000000,15.0000000000000000,-85.0000000000000000,14.0000000000000000,"4711"
-86.0000000000000000,14.0000000000000000,-85.0000000000000000,13.0000000000000000,"4712"
-86.0000000000000000,13.0000000000000000,-85.0000000000000000,12.0000000000000000,"4713"
-86.0000000000000000,12.0000000000000000,-85.0000000000000000,11.0000000000000000,"4714"
-86.0000000000000000,11.0000000000000000,-85.0000000000000000,10.0000000000000000,"4715"
-86.0000000000000000,10.0000000000000000,-85.0000000000000000,9.0000000000000000,"4716"
-85.0000000000000000,23.0000000000000000,-84.0000000000000000,22.0000000000000000,"4753"
-85.0000000000000000,22.0000000000000000,-84.0000000000000000,21.0000000000000000,"4754"
-85.0000000000000000,16.0000000000000000,-84.0000000000000000,15.0000000000000000,"4760"
-85.0000000000000000,15.0000000000000000,-84.0000000000000000,14.0000000000000000,"4761"
-85.0000000000000000,14.0000000000000000,-84.0000000000000000,13.0000000000000000,"4762"
-85.0000000000000000,13.0000000000000000,-84.0000000000000000,12.0000000000000000,"4763"
-85.0000000000000000,12.0000000000000000,-84.0000000000000000,11.0000000000000000,"4764"
-85.0000000000000000,11.0000000000000000,-84.0000000000000000,10.0000000000000000,"4765"
-85.0000000000000000,10.0000000000000000,-84.0000000000000000,9.0000000000000000,"4766"
-84.0000000000000000,24.0000000000000000,-83.0000000000000000,23.0000000000000000,"4802"
-84.0000000000000000,23.0000000000000000,-83.0000000000000000,22.0000000000000000,"4803"
-84.0000000000000000,22.0000000000000000,-83.0000000000000000,21.0000000000000000,"4804"
-84.0000000000000000,18.0000000000000000,-83.0000000000000000,17.0000000000000000,"4808"
-84.0000000000000000,16.0000000000000000,-83.0000000000000000,15.0000000000000000,"4810"
-84.0000000000000000,15.0000000000000000,-83.0000000000000000,14.0000000000000000,"4811"
-84.0000000000000000,14.0000000000000000,-83.0000000000000000,13.0000000000000000,"4812"
-84.0000000000000000,13.0000000000000000,-83.0000000000000000,12.0000000000000000,"4813"
-84.0000000000000000,12.0000000000000000,-83.0000000000000000,11.0000000000000000,"4814"
-84.0000000000000000,11.0000000000000000,-83.0000000000000000,10.0000000000000000,"4815"
-84.0000000000000000,10.0000000000000000,-83.0000000000000000,9.0000000000000000,"4816"
-84.0000000000000000,9.0000000000000000,-83.0000000000000000,8.0000000000000000,"4817"
-83.0000000000000000,25.0000000000000000,-82.0000000000000000,24.0000000000000000,"4851"
-83.0000000000000000,24.0000000000000000,-82.0000000000000000,23.0000000000000000,"4852"
-83.0000000000000000,23.0000000000000000,-82.0000000000000000,22.0000000000000000,"4853"
-83.0000000000000000,22.0000000000000000,-82.0000000000000000,21.0000000000000000,"4854"
-83.0000000000000000,15.0000000000000000,-82.0000000000000000,14.0000000000000000,"4861"
-83.0000000000000000,13.0000000000000000,-82.0000000000000000,12.0000000000000000,"4863"
-83.0000000000000000,10.0000000000000000,-82.0000000000000000,9.0000000000000000,"4866"
-83.0000000000000000,9.0000000000000000,-82.0000000000000000,8.0000000000000000,"4867"
-82.0000000000000000,25.0000000000000000,-81.0000000000000000,24.0000000000000000,"4901"
-82.0000000000000000,24.0000000000000000,-81.0000000000000000,23.0000000000000000,"4902"
-82.0000000000000000,23.0000000000000000,-81.0000000000000000,22.0000000000000000,"4903"
-82.0000000000000000,22.0000000000000000,-81.0000000000000000,21.0000000000000000,"4904"
-82.0000000000000000,20.0000000000000000,-81.0000000000000000,19.0000000000000000,"4906"
-82.0000000000000000,14.0000000000000000,-81.0000000000000000,13.0000000000000000,"4912"
-82.0000000000000000,13.0000000000000000,-81.0000000000000000,12.0000000000000000,"4913"
-82.0000000000000000,10.0000000000000000,-81.0000000000000000,9.0000000000000000,"4916"
-82.0000000000000000,9.0000000000000000,-81.0000000000000000,8.0000000000000000,"4917"
